Seller Platform,Seller SKU,Manufacture,Manufacture Code,Product Title,Description,Packaging,Qty,Categories,Subcategories,Product Page URL,Image URL
Young Specialists,DEFEND-BITE,Young Specialists,DEFEND-BITE,DEFEND® Bite Trays-Anterior,"Single-use trays designed especially for the double-bite impression technique. Tray undercuts lock in impression material, facilitating accurate final impressions. Flexible, non-tear webbing and rigid frame design provide accurate and detailed impressions of both arches in a single procedure. Disposable dual-arch impression tray simultaneously captures master impression, counter impression and bite registration.",,,Plak Smacker,Restorative,https://www.youngspecialties.com/product/defend-bite-trays/,https://www.youngspecialties.com/wp-content/uploads/2021/12/Bite-Trays-Defend-150x150.jpg
Young Specialists,825-312,Young Specialists,825-312,KiSSCAL Scalpel Handle,,,,Endodontics,Endodontic Surgery,https://www.youngspecialties.com/product/kisscal-scapel-handle/,https://www.youngspecialties.com/wp-content/uploads/2020/09/KiSSCAL-Scapel-825-312-150x150.jpg
Young Specialists,DISPENSING-GUN,Young Specialists,DISPENSING-GUN,DEFEND® Dispensing Gun-1:1/2:1 HP Cartridge - 50ml,"The dispensing gun is used to extrude impression materials and bite registration materials from cartridges. It consists of a release lever and a plunger, which are coordinated simultaneously to load and remove the cartridge. The gun also consists of a trigger to dispense the material. Works with 1:1 and 2:1 cartridges. VP-8202- for 1:1/2:1 HP Cartridge- 50ml VP-8204- for 4:1/10:1 Cartridge- 50ml",,,Plak Smacker,Restorative,https://www.youngspecialties.com/product/defend-dispensing-gun/,https://www.youngspecialties.com/wp-content/uploads/2021/12/VP-8202-dispensing-gun-1000px-150x150.jpg
Young Specialists,CROWN-BRIDGE,Young Specialists,CROWN-BRIDGE,DEFEND® Crown & Bridge T-Mix Tips (25ct)-10:1 & 4:1 (Blue/Orange),"The dispensing gun is used to extrude impression materials and bite registration materials from cartridges. It consists of a release lever and a plunger, which are coordinated simultaneously to load and remove the cartridge. The gun also consists of a trigger to dispense the material. Works with 1 to 1 and 2 to 1 cartridges. Available in two styles for HP cartridges and old style cartridges. 25/bag. VP-8108T- 10:1 & 4:1 ratio (shown) VP-8111T- 1:1 ratio ",ct,25,Plak Smacker,Restorative,https://www.youngspecialties.com/product/defend-crown-bridge-t-mix-tips-25ct/,https://www.youngspecialties.com/wp-content/uploads/2021/12/VP-8108T-Crown-Bridge-Mixing-Tips-1000px-150x150.jpg
Young Specialists,00026,Young Specialists,00026,Flexible Cone Shaped Interproximal Brush (144 ct),"Easily reach difficult areas. Clear cover converts into a handle. Plak Smacker’s Flexible Cone-Shaped Interproximal toothbrush is the ideal hygiene tool for patients on the go. The flexible rubber handle makes it easy to reach difficult areas behind and around archwires and brackets. The clear cover conveniently converts into a handle. The proxy brushes are packaged in a box of 144 in an assortment of colors: pink, purple, green and blue.",ct,144,Plak Smacker,Toothbrushes,https://www.youngspecialties.com/product/flexible-cone-shaped-interproximal-brush-144-ct/,https://www.youngspecialties.com/wp-content/uploads/2020/09/Flexible-Cone-Shaped-Interproximal-Toothbrush-00026-150x150.jpg
Young Specialists,825-358,Young Specialists,825-358,KISCR Scissor Castro Curved,,,,Endodontics,Endodontic Surgery,https://www.youngspecialties.com/product/kiscr-scissor-castro-curved/,https://www.youngspecialties.com/wp-content/uploads/2020/09/KISCR-Scissor-Castro-825-358-150x150.jpg
Young Specialists,825-357,Young Specialists,825-357,KISC Scissor Castro Suture,KISC Scissor Castro Suture,,,Endodontics,Endodontic Surgery,https://www.youngspecialties.com/product/kisc-scissor-castro-suture/,https://www.youngspecialties.com/wp-content/uploads/2020/09/KISC-Scissor-Castro-825-357-150x150.jpg
Young Specialists,825-301,Young Specialists,825-301,KiS Instrument Set," Kit Contents: #825-310 (20 each) – KiSDE, Double Ended Handle #825-311 (1 each) – KiS SE, Single Ended Handle #825-312 (1 each) – KiSSCAL, Scalpel Handle #825-313 (1 each) – KiSSTAR, Star Collet Handle #825-314 (2 each) – K Wrench, KiS Instruments #825-315 (2 each) – KB1 Burnisher .052″ 1.3mm Ball #825-316 (1 each) – KB2 Burnisher .056″ 1.4mm Ball #825-317 (1 each) – KC1 Columbia Curette Left #825-318 (1 each) – KC2 Columbia Curette Right #825-319 (1 each) – KC3 Ext Gracey Curette 13 Left #825-320 (1 each) – KC4 Ext Gracey Curette 14 Right #825-321 (1 each) – KC5 Small Endo Exc Left #825-322 (1 each) – KC6 Small Endo Exc Right #825-323 (1 each) – KC7 Large Endo Exc Left #825-324 (1 each) – KC8 Large Endo Exc Right #825-325 (1 each) – KC9 Molt 2 Curette #825-326 (1 each) – KC10 Molt 4 Curette #825-327 (1 each) – KC11 Molt Curette Offset Left #825-328 (1 each) – KC12 Molt Curette Offset Right #825-329 (1 each) – KC13 Curette Scaler 2.0 Left #825-330 (1 each) – KC14 Curette Scaler 2.0 Right #825-331 (1 each) – KC15 Surg Curette offset 1.5 Left #825-332 (1 each) – KC16 Surg Curette offset 1.5 Right #825-333 (1 each) – KE1 Prichard Periosteal 4.5mm #825-334 (1 each) – KE2 Prichard Periosteal 5.5mm #825-335 (1 each) – KE3 Periosteal 6.0mm #825-336 (1 each) – KE4 Periosteal 4.0mm chisel #825-337 (1 each) – KEX Explorer Tip #825-338 (1 each) – KM1 Perf Repair Inst Straight #825-339 (1 each) – KM2 Perf Repair Inst Angled #825-340 (1 each) – KM3 Carver Tip Hatchet End #825-341 (1 each) – KM4 Carver Tip Hoe End #825-342 (1 each) – KP1 Plugger Tip .25mm #825-343 (1 each) – KP2 Plugger Tip .5mm #825-344 (1 each) – KP3 Plugger Tip .75mm #825-345 (1 each) – KP4 Offset Condenser .25mm L #825-346 (1 each) – KP5 Offset Condenser .25mm R #825-347 (1 each) – KP6 Offset Condenser .5mm L #825-348 (1 each) – KP7 Offset Condenser .5mm R #825-349 (1 each) – KP8 Offset Condenser .75mm L #825-350 (1 each) – KP9 Offset Condenser .75mm R #825-351 (1 each) – KPP Perio Probe, Color Coded #825-352 (1 each) – KX1 Explorer Tip 115 Deg #825-353 (1 each) – KX2 Explorer Tip 90 Deg Angle #825-354 (1 each) – KMTA Block #825-355 (1 each) – KIFSPH Huey Plier Diamond Coat #825-356 (1 each) – KINCCSR Castro Needle Holder #825-357 (1 each) – KISC Scissor Castro Suture #825-358 (1 each) – KISCR Scissor Castro Curved #825-359 (1 each) – KITPSH6C Forceps, Suture Plier #825-360 (1 each) – KITPSH6CX Forceps Plier 1×2 #825-361 (1 each) – K Mirror, 21 mm 1 ea #825-363 (1 each) – KMIR2, Mirror 3mm round #825-364 (1 each) – KMIR3, Mirror 3mm diamond",,,Endodontics,Endodontic Surgery,https://www.youngspecialties.com/product/kis-instrument-set/,https://www.youngspecialties.com/wp-content/uploads/2020/09/Kis-Instrument-Set-825-301-150x150.jpg
Young Specialists,PX100,Young Specialists,PX100,Microbrush® X Extended Reach Applicator Refill,"Designed with a thinner, longer brush tip to simplify application for procedures involving confined spaces and allows for even placement of material. The short, stiff brush fibers hold a fraction of a drop of material for less waste and controlled application.",,,Plak Smacker,Restorative,https://www.youngspecialties.com/product/microbrush-x-extended-reach-applicator-refill/,"https://www.youngspecialties.com/wp-content/uploads/2021/12/Microbrush-x-extended-reach-applicator-single-PX100-600x600-1-150x150.jpg,https://www.youngspecialties.com/wp-content/uploads/2021/12/Microbrush-x-extended-reach-applicator-clinical-PX100-600x600-1-150x150.jpg,https://www.youngspecialties.com/wp-content/uploads/2021/12/Microbrush-x-extended-reach-applicator-packaging-PX100-600x600-1-150x150.jpg"
Young Specialists,TUBE-SERIES,Young Specialists,TUBE-SERIES,Microbrush® Tube Series (400ct)-Fine (1.5mm),"Our award-winning Microbrush applicators feature non-absorbent fiber tips and a bendable neck to give dentists maximum control of their procedures.With a stiff head designed for scrubbing and a strong bending portion for accurate placement of solution in hard to reach areas, Microbrush applicators offer dentists unparalleled convenience, consistency, and control. The non-absorbent fiber tips hold solution in suspension until applied to ensure maximum control and precision in every restoration.",ct,400,Plak Smacker,Restorative,https://www.youngspecialties.com/product/microbrush-tube-series-400ct/,https://www.youngspecialties.com/wp-content/uploads/2021/12/Tube-Series-Applicator-Group-150x150.jpg
Young Specialists,P580USC,Young Specialists,P580USC,"Curodont Repair Fluoride Plus, 10ct","Curodont™ Repair Fluoride Plus Guided Enamel Regeneration Professional in-office treatment of buccal, occlusal, and proximal early caries lesions. Suitable for patients 4 years and older. This innovative, easy-to-use treatment is non-invasive and uses a proprietary CUROLOX® formula to help teeth naturally re-mineralize. Unlike fluoride, which promotes remineralization and acid resistance on the tooth’s surface, Curodont Repair Fluoride Plus helps fluoride, calcium, and other minerals found within the patient’s saliva penetrate into the enamel. Re-mineralization and re-hardening occurs during the first few weeks after treatment.  “We don’t have to imagine chemistry that literally grows into the tooth, now we have it!” – Dr. Brian B. Nový, Director of Clinical Innovation, DentaQuest, Westborough, MA, USA 1. Welk, A., Ratzmann, A., Reich, M. et al. Effect of self-assembling peptide P11-4 on orthodontic treatment-induced carious lesions. Sci Rep 10, 6819 (2020). https://doi.org/10.1038/s41598-020-63633-095% success rateNon-invasive therapyCavity prevention and re-mineralizationCan be used in conjunction with other re-mineralization products such as fluoride varnish",ct,10,Plak Smacker,Preventive,https://www.youngspecialties.com/product/curodont-repair-fluoride-plus/,https://www.youngspecialties.com/wp-content/uploads/2021/08/P580USC-Curodont-Repair-Fluoride-Plus-150x150.jpg
Young Specialists,30046,Young Specialists,30046,E-Junior Toothbrush (144 ct),"E-Junior Toothbrush Best-Seller. Ages 6-9.  The E-Junior toothbrush from Plak Smacker comes in bright, two-tone colors kids will love! The comfortable rubber grip handle makes the brush easy to hold, while a smiley face on the back of the toothbrush head brightens up the teeth-cleaning routine. This brush has 34 tufts of soft nylon bristles and comes in the following color combinations: purple/blue, green/blue, pink/green and orange/yellow. Sold in boxes of 144 per box.",ct,144,Plak Smacker,Toothbrushes,https://www.youngspecialties.com/product/e-junior-toothbrush-144-ct/,"https://www.youngspecialties.com/wp-content/uploads/2020/10/E-Junio-Toothbrushr-30046-150x150.jpg,https://www.youngspecialties.com/wp-content/uploads/2020/10/Toothbrushes_Kids_E-Junior-30046_0241-150x150.jpg,https://www.youngspecialties.com/wp-content/uploads/2020/09/E-Junior-Toothbrush-30046-150x150.jpg"
Young Specialists,G-Violet300,Young Specialists,G-Violet300,"TruFit Nitrile, Ultra Thin, Violet, 300ct-X-Small","TruFit Ultra Thin Nitrile Gloves Latex-free. Powder-free. Our powder-free nitrile gloves are soft and fitted to provide superior comfort and dexterity. Featuring a thin yet durable design, these gloves offer excellent tactile sensitivity and are finger textured for confident handling and grip. Latex-free and safe to use around clinicians and patients who may have a latex allergy. 300ct box helps save inventory space and streamlines restocking and reorders. Sizes include extra-small, small, medium, large and extra-large.   Dental examinationsMedical examinationsBeauty, spa and salon servicesFood prep and food serviceTattoo servicesCleaning and sanitation servicesNitrileVioletYesYesYes No.06mm.09mmASTM D5151AQL 1.0YesYesYes",ct,300,Plak Smacker,Infection Control,https://www.youngspecialties.com/product/trufit-violet-ultra-thin-nitrile-gloves-300-ct/,"https://www.youngspecialties.com/wp-content/uploads/2020/10/TruFit-Violet-Ultra-Thin-Nitrile-Gloves-300ct-150x150.jpg,https://www.youngspecialties.com/wp-content/uploads/2020/10/TruFit-Ultra-Thin-Nitrile-Violet-Gloved-Hand-150x150.jpg,https://www.youngspecialties.com/wp-content/uploads/2020/10/Dental-Professional-Wearing-TruFit-Violet-Ultra-Thin-Nitrile-Gloves-150x150.jpg,https://www.youngspecialties.com/wp-content/uploads/2020/10/Medical-Professional-in-TruFit-Ultra-Thin-Nitrile-Gloves-150x150.jpg"
Young Specialists,20021,Young Specialists,20021,E-Curve Adult Toothbrush (144 ct),"Power Tip with 45 tufts. Assorted color pack. This curvy adult/teen toothbrush by Plak Smacker features a Power Tip with 45 tufts of soft, highly polished end-rounded bristles.  Brushes come in an assorted color pack that includes pink, blue, green and orange. Offered in box of 144 brushes.",ct,144,Plak Smacker,Toothbrushes,https://www.youngspecialties.com/product/e-curve-toothbrush-144-ct/,https://www.youngspecialties.com/wp-content/uploads/2020/09/E-Curve-Toothbrush-20021-150x150.jpg
Young Specialists,CARBIDE-BUR,Young Specialists,CARBIDE-BUR,DEFEND® Round Carbide Burs-1/4,"For caries excavation, cavity preparation, and root canal access. Smaller sizes often used for single surface cavities, medium sizes often used for interproximal cavities in anterior teeth.  HP Style are available in packs of 5. All others are available in packs of 10.",,,Plak Smacker,Restorative,https://www.youngspecialties.com/product/defend-round-carbide-burs/,https://www.youngspecialties.com/wp-content/uploads/2021/10/Defend-Round-Carbide-Burs-150x150.jpg
Young Specialists,30010,Young Specialists,30010,Junior Youth Kids Toothbrush (144 ct),"Comfortable brush for kids. Assorted colors.With nylon bristles that are soft, end-rounded and polished, Plak Smacker’s children’s toothbrushes offer a comfortable brush, while the assortment of colors give kids plenty of choices. These brushes are also available for personalization (customize with your logo or practice information). Brushes feature 28 tufts are offered in an assorted box that includes purple, red, yellow, green, orange and blue.",ct,144,Plak Smacker,Toothbrushes,https://www.youngspecialties.com/product/junior-youth-toothbrush-144-ct/,https://www.youngspecialties.com/wp-content/uploads/2020/09/Junior-Youth-Toothbrush-30010-150x150.jpg
Young Specialists,Sharp-Stick,Young Specialists,Sharp-Stick,Sharpening Test Stick-1,"To maintain optimal cutting edges on your instruments, American Eagle Instruments recommends routine sharpness testing by use of a test stick. To test for sharpness, simply stroke the test stick as you would during use. If the instrument “grabs,” it is sharp; if it does not, it should be sharpened or discarded.",,,Plak Smacker,Hand Instruments,https://www.youngspecialties.com/product/sharpening-test-stick/,https://www.youngspecialties.com/wp-content/uploads/2021/10/AESASTS-150x150.jpg
Young Specialists,MICROBRUSH-PLUS,Young Specialists,MICROBRUSH-PLUS,Microbrush® Plus Dispenser Refill Series-Fine (1.5mm),"Our award-winning Microbrush applicators packaged in convenient tray refills designed to fit the Microbrush sion™ dispenser. Available in all standard colors and sizes as well as an assorted pack. With a stiff head designed for scrubbing and a strong bending portion for accurate placement of solution in hard to reach areas, Microbrush applicators offer dentists unparalleled convenience, consistency, and control. The non-absorbent fiber tips hold solution in suspension until applied to ensure maximum control and precision in every restoration.",,,Plak Smacker,Restorative,https://www.youngspecialties.com/product/microbrush-plus-dispenser-refill-series/,"https://www.youngspecialties.com/wp-content/uploads/2021/12/PF400-Fine-Assorted-with-Tray-600x600-1-150x150.jpg,https://www.youngspecialties.com/wp-content/uploads/2021/12/PSF400-Superfine-White-with-Tray-600x600-1-150x150.jpg,https://www.youngspecialties.com/wp-content/uploads/2021/12/PF400YE-Fine-Yellow-with-Tray-600x600-1-150x150.jpg,https://www.youngspecialties.com/wp-content/uploads/2021/12/PF400PI-Fine-Pink-with-Tray-600x600-1-150x150.jpg,https://www.youngspecialties.com/wp-content/uploads/2021/12/PR400BL-Regular-Blue-with-Tray-600x600-1-150x150.jpg"
Young Specialists,Merit-Bracket-Case,Young Specialists,Merit-Bracket-Case,(Case) Merit™ Stainless Steel Bracket-MBT,"Merit™ Stainless Steel Brackets are manufactured using metal injection molding (MIM) technology for unsurpassed precision and quality. By using this technique, we are able to significantly reduce friction and improve sliding mechanics. The one-piece design features a clinically tested sandblasted base for reliable bonding and debonding. The low-profile design ensures patient comfort. Features:• Optimal bracket width for rotational control• Comfortable ball hooks• Bicuspid brackets have buccally extended gingival tie wings for ease of ligation• Lower anteriors offer chamfered incisal tie wings to add clearance in deep bite cases• Highly polished for aesthetics• Scribed mid-line to ease placement in the long axis of the tooth• Bracket base conforms to gingival contours• One-piece construction eliminates discoloration from solders and fluxes• Made in the USA",,,Orthodontics,Brackets,https://www.youngspecialties.com/product/case-merit-stainless-steel-bracket/,https://www.youngspecialties.com/wp-content/uploads/2020/10/Merit-Bracket-Post-Top-View-150x150.jpg
Young Specialists,Q-Brush-L,Young Specialists,Q-Brush-L,"Q Brush Interproximal Brush, L-Type Handle (24 ct)-Size 0","Q Brushes are available in eight sizes. Wires are coated and are safe for crowns, veneers, implants, and fixed appliances. Brush handles are color-coded for easy size identification.Brush handles are color-coded for easy size identification. Recommended use:These sizes and uses are recommendations only. Q Brush is a personal product and should be fitted for your personal use. Always follow written instructions. Keep away from children.Size 0 (gray) is best between lower front teeth and for cleaning under lower orthodontic retainer wires.Size 1 (purple) and size 2 (white) work well between upper front teeth and lower side teeth (bicuspids).Size 3 (yellow) works well on back teeth (molars).Size 4 (red), size 5 (blue), size 6 (teal) and size 7 (black) work best in areas where there are wide spaces between teeth.Size 5 (blue), size 6 (teal) and size 7 (black) work well with braces to clean under wires and around orthodontic brackets.Size 6 (teal) and size 7 (black) work well for post-operative periodontal patients.",ct,24,Plak Smacker,Toothbrushes,https://www.youngspecialties.com/product/q-brush-interproximal-brush-l-type-handle-24-ct/,https://www.youngspecialties.com/wp-content/uploads/2020/09/Q-Brush-L-Type-Handle-Size-0-QB024-150x150.jpg
